LOCATION,TIME,Value_x,Value_y
ESP,1979,313.0721,75.0
ESP,1980,351.2603,75.4
ESP,1981,390.9626,75.7
ESP,1982,425.6855,76.3
ESP,1983,461.2502,76.1
ESP,1984,467.168,76.5
ESP,1985,480.4681,76.4
ESP,1986,500.6476,76.7
ESP,1987,548.0774,76.9
ESP,1988,661.5783,76.9
ESP,1989,734.8665,77.0
ESP,1990,835.3369,77.0
ESP,1991,910.1406,77.2
ESP,1992,992.3218,77.6
ESP,1993,1048.008,77.8
ESP,1994,1081.2951,78.1
ESP,1995,1157.1153,78.1
ESP,1996,1215.5878,78.3
ESP,1997,1263.021,78.8
ESP,1998,1340.5293,78.9
ESP,1999,1406.4495,78.9
ESP,2000,1490.642,79.4
ESP,2001,1574.9689,79.8
ESP,2002,1677.5396,79.9
ESP,2003,1907.9302,79.7
ESP,2004,2014.3386,80.4
ESP,2005,2139.3333,80.3
ESP,2006,2393.3068,81.1
ESP,2007,2570.706,81.2
ESP,2008,2795.8694,81.5
ESP,2009,2944.6196,81.9
ESP,2010,2917.9495,82.4
ESP,2011,2956.7857,82.6
ESP,2012,2929.3567,82.5
ESP,2013,2952.175,83.2
ESP,2014,3053.0745,83.3
SWE,1970,266.0831,74.8
SWE,1971,302.6247,74.8
SWE,1972,327.5264,74.8
SWE,1973,356.8408,75.0
SWE,1974,416.1785,75.1
SWE,1975,485.6318,75.2
SWE,1976,538.2929,75.1
SWE,1977,622.7401,75.6
SWE,1978,680.4523,75.7
SWE,1979,752.2703,75.7
SWE,1980,866.5531,75.9
SWE,1981,963.2356,76.2
SWE,1982,1046.4884,76.5
SWE,1983,1095.6925,76.7
SWE,1984,1152.9266,77.0
SWE,1985,1151.9123,76.8
SWE,1986,1166.1314,77.1
SWE,1987,1245.4541,77.3
SWE,1988,1300.728,77.1
SWE,1989,1389.4044,77.8
SWE,1990,1456.7809,77.7
SWE,1991,1475.3174,77.9
SWE,1992,1541.0065,78.2
SWE,1993,1585.7975,78.2
SWE,1994,1588.781,78.9
SWE,1995,1659.0003,79.0
SWE,1996,1768.8161,79.2
SWE,1997,1793.1756,79.4
SWE,1998,1891.2871,79.5
SWE,1999,2015.6244,79.6
SWE,2000,2177.5321,79.7
SWE,2001,2395.6745,79.9
SWE,2002,2574.7376,79.9
SWE,2003,2713.9253,80.3
SWE,2004,2830.3305,80.6
SWE,2005,2841.8221,80.7
SWE,2006,3066.2039,81.0
SWE,2007,3274.849,81.1
SWE,2008,3481.5901,81.3
SWE,2009,3547.1337,81.5
SWE,2010,3543.5822,81.6
SWE,2011,4667.6964,81.9
SWE,2012,4860.2524,81.8
SWE,2013,5003.1323,82.0
SWE,2014,5065.1613,82.3
CHE,1970,345.3678,73.1
CHE,1971,392.4962,73.3
CHE,1972,416.6092,73.8
CHE,1973,455.9513,74.1
CHE,1974,535.5791,74.4
CHE,1975,618.5619,74.8
CHE,1976,669.7635,74.9
CHE,1977,730.4875,75.4
CHE,1978,786.1328,75.4
CHE,1979,882.7052,75.7
CHE,1980,1007.6518,75.7
CHE,1981,1123.2798,75.9
CHE,1982,1194.4246,76.2
CHE,1983,1310.4866,76.2
CHE,1984,1346.3352,76.9
CHE,1985,1434.7317,77.0
CHE,1986,1519.943,77.1
CHE,1987,1618.5075,77.5
CHE,1988,1728.7078,77.5
CHE,1989,1864.6370000000002,77.7
CHE,1990,1968.0406,77.5
CHE,1991,2152.7988,77.8
CHE,1992,2277.882,78.0
CHE,1993,2329.2126,78.4
CHE,1994,2411.0169,78.6
CHE,1995,2561.8827,78.7
CHE,1996,2729.1252,79.1
CHE,1997,2840.3597,79.3
CHE,1998,2977.7701,79.6
CHE,1999,3073.2264,79.8
CHE,2000,3221.7795,79.9
CHE,2001,3429.1233,80.4
CHE,2002,3672.9233,80.6
CHE,2003,3785.1259999999997,80.6
CHE,2004,3935.8776,81.2
CHE,2005,4015.3331,81.4
CHE,2006,4251.3673,81.7
CHE,2007,4567.3285,82.0
CHE,2008,4933.1,82.2
CHE,2009,5183.952,82.3
CHE,2010,5371.4504,82.6
CHE,2011,5787.6672,82.8
CHE,2012,6288.6475,82.8
CHE,2013,6635.2769,82.9
CHE,2014,6786.5657,83.3
TUR,1975,45.5623,56.1
TUR,1976,40.9581,56.5
TUR,1977,51.5739,56.9
TUR,1978,61.9462,57.3
TUR,1979,64.6638,57.7
TUR,1980,69.4238,58.1
TUR,1981,85.3679,58.5
TUR,1982,76.3853,58.9
TUR,1983,83.6714,59.7
TUR,1984,86.4412,60.9
TUR,1985,64.0561,62.1
TUR,1986,84.4765,63.2
TUR,1987,95.7156,64.4
TUR,1988,108.3045,65.2
TUR,1989,120.8851,65.7
TUR,1990,144.1129,67.5
TUR,1991,167.3948,67.8
TUR,1992,175.4861,68.2
TUR,1993,186.8433,68.5
TUR,1994,172.3677,68.9
TUR,1995,172.7806,69.3
TUR,1996,214.7436,69.7
TUR,1997,249.5353,70.1
TUR,1998,294.7179,70.3
TUR,1999,357.0304,70.7
TUR,2000,423.9505,71.1
TUR,2001,433.5375,71.5
TUR,2002,453.351,71.9
TUR,2003,459.0445,72.3
TUR,2004,521.3,72.7
TUR,2005,585.6594,73.1
TUR,2006,697.3519,73.4
TUR,2007,766.8245,73.7
TUR,2008,827.3149,73.9
TUR,2009,841.2871,74.1
TUR,2010,852.6704,74.3
TUR,2011,887.9525,74.6
TUR,2012,911.293,74.6
TUR,2013,969.3608,78.0
TUR,2014,990.1908,78.0
GBR,1970,147.8857,71.9
GBR,1971,162.0258,71.9
GBR,1980,446.9553,73.2
GBR,1981,505.5757,73.8
GBR,1982,531.47,74.1
GBR,1983,597.8042,74.3
GBR,1984,622.0385,74.5
GBR,1985,654.4169,74.7
GBR,1986,685.1712,74.8
GBR,1987,747.8186,75.2
GBR,1988,803.8776,75.3
GBR,1989,845.3638,75.4
GBR,1990,887.939,75.7
GBR,1991,973.4494,75.9
GBR,1992,1078.9976,76.3
GBR,1993,1144.029,76.2
GBR,1994,1227.6224,76.8
GBR,1995,1273.7345,76.7
GBR,1996,1351.1875,76.9
GBR,1997,1398.7175,77.2
GBR,1998,1470.5883,77.3
GBR,1999,1573.5414,77.5
GBR,2000,1718.608,77.9
GBR,2001,1901.332,78.2
GBR,2002,2060.468,78.3
GBR,2003,2211.542,78.4
GBR,2004,2412.166,79.0
GBR,2005,2568.468,79.2
GBR,2006,2784.489,79.5
GBR,2007,2862.43,79.7
GBR,2008,2971.1540000000005,79.8
GBR,2009,3150.239,80.4
GBR,2010,3036.12,80.6
GBR,2011,3087.3059999999996,81.0
GBR,2012,3191.9359999999997,81.0
GBR,2013,3881.09,81.1
GBR,2014,3971.3940000000002,81.4
USA,1970,326.9704,70.9
USA,1971,357.983,71.2
USA,1972,397.1014,71.3
USA,1973,439.3022,71.5
USA,1974,495.12300000000005,72.1
USA,1975,560.7455,72.7
USA,1976,638.8557,73.0
USA,1977,726.2369,73.4
USA,1978,808.8881,73.5
USA,1979,908.9625,73.9
USA,1980,1036.3091,73.7
USA,1981,1191.5418,74.1
USA,1982,1329.6731,74.5
USA,1983,1451.9445,74.6
USA,1984,1590.6675,74.7
USA,1985,1735.1606,74.7
USA,1986,1847.7769,74.7
USA,1987,1990.545,74.9
USA,1988,2210.6963,74.9
USA,1989,2440.0611,75.1
USA,1990,2700.3541,75.3
USA,1991,2915.9548,75.5
USA,1992,3113.8468,75.7
USA,1993,3299.9756,75.5
USA,1994,3441.9579,75.7
USA,1995,3598.3956,75.7
USA,1996,3747.6148,76.1
USA,1997,3906.5102,76.5
USA,1998,4084.8368,76.7
USA,1999,4291.5721,76.7
USA,2000,4558.9524,76.7
USA,2001,4910.6156,76.8
USA,2002,5327.8052,76.9
USA,2003,5737.4608,77.1
USA,2004,6096.5355,77.4
USA,2005,6445.7053,77.4
USA,2006,6809.4762,77.7
USA,2007,7163.1718,77.9
USA,2008,7414.0435,78.1
USA,2009,7684.7611,78.5
USA,2010,7929.371999999999,78.6
USA,2011,8171.0784,78.7
USA,2012,8422.99,78.8
USA,2013,8617.4287,78.8
USA,2014,9024.2064,78.8
CHL,1995,386.4554,74.8
CHL,1996,457.4692,75.2
CHL,1997,502.2545,75.7
CHL,1998,562.7385,75.8
CHL,1999,575.2054,76.0
CHL,2000,610.4082,76.8
CHL,2001,648.7998,76.8
CHL,2002,668.9071,77.2
CHL,2003,783.3854,77.2
CHL,2004,803.8802,77.2
CHL,2005,837.7758,77.6
CHL,2006,936.2072,78.0
CHL,2007,1031.0343,77.5
CHL,2008,1097.2873,78.1
CHL,2009,1150.0554,78.2
CHL,2010,1219.6509,78.0
CHL,2011,1358.1965,78.7
CHL,2012,1485.319,78.7
CHL,2013,1558.4465,78.8
CHL,2014,1688.5233,79.0
EST,1999,497.1219,70.6
EST,2000,501.3152,71.0
EST,2001,505.0559,70.9
EST,2002,558.7273,71.4
EST,2003,646.7045,71.8
EST,2004,746.8322,72.4
EST,2005,820.7244,72.9
EST,2006,949.1905,73.1
EST,2007,1098.0087,73.2
EST,2008,1284.4079,74.2
EST,2009,1319.5699,75.2
EST,2010,1334.1851,75.9
EST,2011,1392.1765,76.4
EST,2012,1502.9345,76.5
EST,2013,1623.1936,77.3
EST,2014,1724.51,77.2
ISR,1977,356.214,73.0
ISR,1978,432.6298,73.3
ISR,1979,526.2098,73.6
ISR,1980,577.344,73.9
ISR,1981,632.9434,74.3
ISR,1982,679.4635,74.2
ISR,1983,764.4639999999999,74.5
ISR,1984,954.6426,74.9
ISR,1985,750.0785,75.3
ISR,1986,731.1385,75.0
ISR,1987,802.83,75.3
ISR,1988,873.6201,75.7
ISR,1989,963.2694,76.4
ISR,1990,977.2241,76.7
ISR,1991,976.8055,76.8
ISR,1992,1083.5857,76.6
ISR,1993,1154.4308,77.2
ISR,1994,1322.5405,77.5
ISR,1995,1364.8885,77.5
ISR,1996,1454.7886,78.2
ISR,1997,1530.6489,78.1
ISR,1998,1561.5433,78.2
ISR,1999,1533.3425,78.5
ISR,2000,1694.5716,78.8
ISR,2001,1803.6441,79.3
ISR,2002,1802.9913,79.5
ISR,2003,1689.7749,79.7
ISR,2004,1774.8252,80.2
ISR,2005,1768.9521,80.2
ISR,2006,1783.7368,80.6
ISR,2007,1899.5578,80.6
ISR,2008,1917.6632,81.0
ISR,2009,1942.783,81.5
ISR,2010,2025.5808,81.7
ISR,2011,2139.2641,81.7
ISR,2012,2273.3898,81.8
ISR,2013,2473.2848,82.1
ISR,2014,2547.401,82.2
SVN,1995,970.6971,74.7
SVN,1996,1055.5687,75.1
SVN,1997,1149.7902,75.1
SVN,1998,1224.4156,75.3
SVN,1999,1303.4448,75.7
SVN,2000,1451.1511,76.1
SVN,2001,1581.6287,76.4
SVN,2002,1609.4541,76.6
SVN,2003,1692.7708,76.4
SVN,2004,1798.5475,77.2
SVN,2005,1902.6718,77.4
SVN,2006,2018.3504,78.3
SVN,2007,2074.3104,78.3
SVN,2008,2323.2728,79.1
SVN,2009,2355.0227,79.3
SVN,2010,2363.6692,79.8
SVN,2011,2435.0835,80.1
SVN,2012,2486.6141,80.2
SVN,2013,2548.6819,80.4
SVN,2014,2598.9066,81.2
LVA,2002,622.1728,70.1
LVA,2003,662.9195,70.5
LVA,2004,780.0993,70.8
LVA,2005,828.3765,70.6
LVA,2006,954.2433,70.6
LVA,2007,1099.1831,70.8
LVA,2008,1119.7091,72.0
LVA,2009,1049.1766,72.6
LVA,2010,1071.4247,73.0
LVA,2011,1086.9471,73.7
LVA,2012,1148.7918,73.9
LVA,2013,1219.4164,74.1
LVA,2014,1295.0128,74.3
